#separator:tab
#html:false
#notetype:Portuguese (EP) – Spoken Frequency
#deck:Portuguese::European Portuguese - Spoken - First 5000
#columns:Rank	Lemma_PT	POS	Is_MWE	Raw_Freq	Freq_per_million	Tags
#tags column:7
1386	meus amigos	mwe	1	33376	52.430	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
1387	propriedade	noun	0	33374	52.427	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1388	desses	det	0	33373	52.425	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::det source::opensubtitles_ep_v2018 variety::EP register::spoken
1389	fartar	adj	0	33372	52.424	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1390	oficial	noun	0	33325	52.350	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1391	grave	adj	0	33185	52.130	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1392	certamente	adv	0	33116	52.022	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
1393	banda	noun	0	33110	52.012	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1394	forçar	verb	0	33096	51.990	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1395	normalmente	adv	0	33028	51.883	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
1396	perda	noun	0	32973	51.797	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1397	faculdade	noun	0	32968	51.789	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1398	receio	verb	0	32944	51.751	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1399	aviso	noun	0	32934	51.736	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1400	truque	noun	0	32860	51.619	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1401	confusão	noun	0	32852	51.607	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1402	bolo	noun	0	32814	51.547	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1403	chateado	adj	0	32806	51.535	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1404	material	noun	0	32763	51.467	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1405	apertar	verb	0	32684	51.343	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1406	meia	noun	0	32648	51.286	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1407	dois dias	mwe	1	32547	51.128	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
1408	preto	adj	0	32511	51.071	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1409	doido	noun	0	32510	51.070	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1410	presente	adj	0	32490	51.038	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1411	rato	noun	0	32443	50.964	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1412	ignorar	verb	0	32437	50.955	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1413	especialmente	adv	0	32391	50.883	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
1414	rosto	noun	0	32327	50.782	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1415	grávido	adj	0	32325	50.779	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1416	vento	noun	0	32313	50.760	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1417	garrafa	noun	0	32297	50.735	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1418	interior	noun	0	32277	50.704	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1419	combinar	verb	0	32255	50.669	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1420	negar	verb	0	32239	50.644	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1421	vampiro	noun	0	32159	50.518	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1422	convidado	noun	0	32064	50.369	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1423	responsabilidade	noun	0	32062	50.366	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1424	esquisito	adj	0	32044	50.338	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1425	táxi	noun	0	32003	50.273	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1426	oferta	noun	0	31977	50.232	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1427	acusação	noun	0	31969	50.220	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1428	escada	noun	0	31936	50.168	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1429	local	adj	0	31932	50.162	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1430	indicar	verb	0	31926	50.152	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1431	partida	noun	0	31867	50.059	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1432	policia	noun	0	31815	49.978	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1433	agradável	adj	0	31767	49.902	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1434	pensamento	noun	0	31671	49.752	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1435	mágico	adj	0	31667	49.745	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1436	chapéu	noun	0	31645	49.711	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1437	peso	noun	0	31633	49.692	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1438	criatura	noun	0	31620	49.671	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1439	certificar	verb	0	31598	49.637	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1440	piloto	noun	0	31564	49.584	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1441	final	adj	0	31545	49.554	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1442	sentado	adj	0	31532	49.533	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1443	sexual	adj	0	31525	49.522	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1444	peito	noun	0	31459	49.419	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1445	louco	noun	0	31403	49.331	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1446	feio	adj	0	31331	49.217	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1447	reino	noun	0	31271	49.123	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1448	data	noun	0	31260	49.106	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1449	rebentar	verb	0	31244	49.081	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1450	empurrar	verb	0	31227	49.054	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1451	espalhar	verb	0	31218	49.040	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1452	motor	noun	0	31217	49.038	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1453	autoridade	noun	0	31206	49.021	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1454	fuga	noun	0	31056	48.786	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1455	ameaçar	verb	0	31037	48.756	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1456	treino	noun	0	30989	48.680	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1457	provocar	verb	0	30974	48.657	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1458	intenção	noun	0	30973	48.655	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1459	princípio	noun	0	30910	48.556	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1460	pretender	verb	0	30907	48.551	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1461	corredor	noun	0	30881	48.511	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1462	conter	verb	0	30856	48.471	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1463	entanto	noun	0	30815	48.407	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1464	natural	adj	0	30811	48.401	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1465	tv	noun	0	30786	48.361	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1466	estilo	noun	0	30782	48.355	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1467	ficheiro	noun	0	30661	48.165	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1468	perfazer	verb	0	30659	48.162	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1469	macaco	noun	0	30657	48.159	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1470	cadeia	noun	0	30653	48.152	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1471	assustado	adj	0	30608	48.082	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1472	cancelar	verb	0	30603	48.074	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1473	vitória	noun	0	30587	48.049	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1474	soar	verb	0	30585	48.046	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1475	aposta	noun	0	30549	47.989	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1476	iniciar	verb	0	30464	47.856	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1477	prémio	noun	0	30449	47.832	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1478	beleza	noun	0	30447	47.829	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1479	rapidamente	adv	0	30433	47.807	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
1480	duma	det	0	30413	47.775	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::det source::opensubtitles_ep_v2018 variety::EP register::spoken
1481	género	noun	0	30397	47.750	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1482	página	noun	0	30334	47.651	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1483	quinta	noun	0	30319	47.628	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1484	venda	noun	0	30310	47.614	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1485	mil dólares	mwe	1	30283	47.571	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
1486	atrair	verb	0	30278	47.563	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1487	assustador	adj	0	30242	47.507	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1488	russo	noun	0	30225	47.480	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1489	orgulho	noun	0	30193	47.430	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1490	sujo	adj	0	30183	47.414	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1491	obviamente	adv	0	30128	47.328	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
1492	partido	noun	0	30124	47.321	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1493	apaixonado	adj	0	30105	47.292	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1494	sorrir	verb	0	30066	47.230	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1495	século	noun	0	30036	47.183	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1496	aeroporto	noun	0	30031	47.175	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1497	aguardar	verb	0	30004	47.133	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1498	ato	noun	0	29973	47.084	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1499	encher	verb	0	29916	46.995	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1500	mercado	noun	0	29914	46.992	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1501	mencionar	verb	0	29912	46.988	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1502	pássaro	noun	0	29871	46.924	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1503	vizinho	noun	0	29815	46.836	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1504	conhecimento	noun	0	29804	46.819	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1505	patrão	noun	0	29778	46.778	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1506	solução	noun	0	29712	46.674	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1507	maldição	noun	0	29701	46.657	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1508	calhar	adv	0	29679	46.622	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
1509	contrato	noun	0	29661	46.594	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1510	oeste	noun	0	29637	46.556	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1511	eua	noun	0	29558	46.432	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1512	caçar	verb	0	29549	46.418	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1513	útil	adj	0	29445	46.255	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1514	passe	noun	0	29397	46.179	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1515	caça	noun	0	29392	46.172	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1516	raptar	verb	0	29371	46.139	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1517	ocorrer	verb	0	29354	46.112	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1518	nojento	adj	0	29352	46.109	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1519	assegurar	verb	0	29350	46.106	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1520	vinte	num	0	29311	46.044	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::num source::opensubtitles_ep_v2018 variety::EP register::spoken
1521	puro	adj	0	29288	46.008	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1522	favorito	adj	0	29264	45.970	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1523	necessidade	noun	0	29245	45.941	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1524	sombra	noun	0	29197	45.865	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1525	major	noun	0	29172	45.826	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1526	temer	verb	0	29167	45.818	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1527	ciência	noun	0	29120	45.744	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1528	pesquisa	noun	0	29118	45.741	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1529	interromper	verb	0	29111	45.730	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1530	bocadinho	noun	0	29107	45.724	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1531	gás	noun	0	29067	45.661	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1532	génio	noun	0	29059	45.648	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1533	uso	noun	0	29048	45.631	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1534	tempestade	noun	0	28949	45.476	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1535	instante	noun	0	28943	45.466	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1536	vingança	noun	0	28939	45.460	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1537	atrever	verb	0	28928	45.443	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1538	doce	adj	0	28895	45.391	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1539	chatear	verb	0	28871	45.353	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1540	envolvido	adj	0	28820	45.273	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1541	algures	adv	0	28781	45.212	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
1542	emprestar	verb	0	28780	45.210	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1543	assassinato	noun	0	28769	45.193	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1544	noiva	noun	0	28767	45.190	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1545	entrega	noun	0	28747	45.158	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1546	bem-vindo	verb	0	28732	45.135	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1547	calor	noun	0	28709	45.099	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1548	dividir	verb	0	28697	45.080	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1549	ambos	det	0	28691	45.070	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::det source::opensubtitles_ep_v2018 variety::EP register::spoken
1550	assalto	noun	0	28661	45.023	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1551	pintar	verb	0	28660	45.022	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1552	classe	noun	0	28620	44.959	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1553	gravar	verb	0	28607	44.938	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1554	escuro	adj	0	28600	44.927	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1555	explosão	noun	0	28600	44.927	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1556	leste	noun	0	28591	44.913	freq::1501-2000 freq500::1501-2000 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
