#separator:tab
#html:false
#notetype:Portuguese (EP) – Spoken Frequency
#deck:Portuguese::European Portuguese - Spoken - First 5000
#columns:Rank	Lemma_PT	POS_guess	Gloss_EN	Example_PT	Example_EN	Is_MWE	Raw_Freq	Freq_per_million	Tags
#tags column:10
832	simplesmente	adv				0	63925	100.477	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
833	metro	noun				0	63920	100.469	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
834	dessa	noun				0	63832	100.331	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
835	the	unk				0	63661	100.062	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
836	lançar	verb				0	63635	100.021	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
837	comandante	unk				0	63601	99.968	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
838	daí	unk				0	63597	99.962	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
839	eles estão	mwe				1	63556	99.897	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
840	norte	unk				0	62876	98.828	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
841	pra	noun				0	62856	98.797	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
842	foda	noun				0	62828	98.753	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
843	interessante	unk				0	62821	98.742	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
844	saltar	verb				0	62617	98.421	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
845	parabéns	unk				0	62552	98.319	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
846	gritar	verb				0	62409	98.094	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
847	pertencer	verb				0	62401	98.082	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
848	despedir	verb				0	62337	97.981	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
849	surpresa	adj				0	62205	97.774	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
850	centro	noun				0	62175	97.726	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
851	quero saber	mwe				1	62143	97.676	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
852	bala	noun				0	61948	97.370	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
853	despachar	verb				0	61884	97.269	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
854	quente	adj				0	61680	96.948	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
855	namorada	noun				0	61619	96.853	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
856	peça	noun				0	61418	96.537	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
857	garantir	verb				0	61403	96.513	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
858	bar	unk				0	61374	96.467	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
859	custar	verb				0	61345	96.422	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
860	assinar	verb				0	61268	96.301	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
861	aula	noun				0	61212	96.213	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
862	nesse	unk				0	61142	96.103	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
863	naquela	pron				0	61031	95.928	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
864	esperança	noun				0	60922	95.757	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
865	metade	num				0	60730	95.455	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::num source::opensubtitles_ep_v2018 variety::EP register::spoken
866	lidar	verb				0	60701	95.410	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
867	rico	adj				0	60603	95.256	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
868	janela	noun				0	60517	95.120	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
869	neste momento	mwe				1	60477	95.058	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
870	destino	adj				0	60435	94.992	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
871	através	prep				0	60395	94.929	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::prep source::opensubtitles_ep_v2018 variety::EP register::spoken
872	desse	unk				0	60352	94.861	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
873	ver lo	mwe				1	60339	94.841	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
874	acerca	unk				0	60144	94.534	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
875	mestre	unk				0	60131	94.514	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
876	experiência	noun				0	60065	94.410	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
877	perigo	noun				0	60044	94.377	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
878	mala	noun				0	60033	94.360	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
879	conselho	noun				0	59737	93.894	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
880	vencer	verb				0	59713	93.857	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
881	secreto	noun				0	59697	93.832	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
882	desta vez	mwe				1	59679	93.803	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
883	ora	adv				0	59661	93.775	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
884	risco	noun				0	59526	93.563	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
885	transformar	verb				0	59469	93.473	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
886	evitar	verb				0	59462	93.462	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
887	monte	unk				0	59286	93.186	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
888	reconhecer	verb				0	59261	93.146	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
889	tradução	noun				0	59252	93.132	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
890	agir	verb				0	59224	93.088	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
891	posso ajudar	mwe				1	59050	92.815	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
892	preparado	noun				0	59015	92.760	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
893	mentira	noun				0	58996	92.730	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
894	simpático	adj				0	58759	92.357	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
895	pobre	unk				0	58758	92.356	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
896	namorado	noun				0	58677	92.228	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
897	honra	noun				0	58655	92.194	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
898	memória	noun				0	58653	92.191	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
899	planeta	noun				0	58631	92.156	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
900	apartamento	noun				0	58351	91.716	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
901	suspeito	noun				0	58273	91.593	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
902	imediatamente	adv				0	58261	91.574	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
903	árvore	unk				0	58211	91.496	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
904	direção	noun				0	58177	91.442	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
905	oito	num				0	57956	91.095	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::num source::opensubtitles_ep_v2018 variety::EP register::spoken
906	dedo	noun				0	57915	91.031	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
907	nível	adj				0	57865	90.952	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
908	treta	noun				0	57723	90.729	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
909	falhar	verb				0	57392	90.209	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
910	resultar	verb				0	57392	90.209	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
911	fingir	verb				0	57347	90.138	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
912	igual	adj				0	57329	90.110	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
913	admitir	verb				0	57326	90.105	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
914	área	unk				0	57322	90.099	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
915	direita	noun				0	57314	90.086	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
916	necessário	noun				0	57293	90.053	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
917	casado	noun				0	57289	90.047	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
918	inferno	noun				0	57263	90.006	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
919	contente	adj				0	57191	89.893	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
920	computador	noun				0	57060	89.687	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
921	carregar	verb				0	57042	89.658	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
922	espécie	unk				0	57042	89.658	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
923	devolver	verb				0	56894	89.426	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
924	preto	noun				0	56822	89.313	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
925	bastar	verb				0	56776	89.240	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
926	convencer	verb				0	56517	88.833	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
927	incomodar	verb				0	56352	88.574	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
928	tenente	adj				0	56341	88.557	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
929	padre	unk				0	56127	88.220	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
930	inteligente	adj				0	56096	88.172	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
931	rainha	adj				0	55926	87.904	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
932	ligação	noun				0	55836	87.763	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
933	virar	verb				0	55754	87.634	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
934	desejo	noun				0	55692	87.537	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
935	imagem	noun				0	55356	87.008	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
936	sul	unk				0	55294	86.911	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
937	dos meus	mwe				1	55243	86.831	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
938	pista	noun				0	55025	86.488	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
939	oficial	adj				0	54991	86.435	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
940	cerveja	noun				0	54942	86.358	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
941	pá	unk				0	54938	86.351	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
942	outro lado	mwe				1	54899	86.290	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
943	termo	noun				0	54844	86.204	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
944	este tipo	mwe				1	54782	86.106	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
945	vista	noun				0	54772	86.090	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
946	debaixo	noun				0	54751	86.057	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
947	causar	verb				0	54726	86.018	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
948	coronel	adj				0	54692	85.965	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
949	atrasado	noun				0	54680	85.946	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
950	cérebro	noun				0	54592	85.808	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
951	planear	verb				0	54490	85.647	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
952	ilha	noun				0	54487	85.643	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
953	parede	noun				0	54455	85.592	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
954	inglês	adj				0	54369	85.457	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
955	repetir	verb				0	54342	85.415	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
956	herói	unk				0	54255	85.278	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
957	aonde	pron				0	54246	85.264	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
958	ouro	noun				0	54158	85.125	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
959	cerca	unk				0	54078	85.000	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
960	separar	verb				0	54073	84.992	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
961	supor	unk				0	53996	84.871	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
962	falar contigo	mwe				1	53978	84.842	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
963	delas	unk				0	53937	84.778	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
964	voar	verb				0	53903	84.725	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
965	par	unk				0	53893	84.709	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
966	justo	noun				0	53753	84.489	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
967	confirmar	verb				0	53655	84.335	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
968	cartão	noun				0	53635	84.303	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
969	atender	verb				0	53600	84.248	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
970	comboio	noun				0	53554	84.176	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
971	paciente	adj				0	53490	84.075	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
972	cabrão	noun				0	53487	84.071	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
973	terrível	adj				0	53448	84.009	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
974	vestido	noun				0	53408	83.947	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
975	rir	verb				0	53385	83.910	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
976	triste	unk				0	53329	83.822	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
977	doido	noun				0	53287	83.756	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
978	cansado	noun				0	53276	83.739	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
979	naquele	pron				0	53209	83.634	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
980	avó	unk				0	53196	83.613	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
981	abaixo	adv				0	53178	83.585	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
982	liberdade	noun				0	53146	83.535	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
983	visita	noun				0	53141	83.527	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
984	zona	noun				0	52997	83.301	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
985	queimar	verb				0	52977	83.269	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
986	pedra	noun				0	52954	83.233	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
987	sugerir	verb				0	52931	83.197	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
988	diferença	noun				0	52891	83.134	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
989	cumprir	verb				0	52726	82.875	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
990	monstro	noun				0	52702	82.837	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
991	correto	noun				0	52619	82.706	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
992	espírito	noun				0	52570	82.629	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
993	entrada	noun				0	52563	82.618	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
994	beijar	verb				0	52543	82.587	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
995	falar sobre	mwe				1	52440	82.425	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
996	relatório	noun				0	52427	82.405	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
997	boa sorte	mwe				1	52409	82.376	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
998	envolver	verb				0	52365	82.307	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
999	tribunal	adj				0	52341	82.269	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
1000	suposto	noun				0	52309	82.219	freq::0501-1000 freq500::0501-1000 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1001	saco	noun				0	52257	82.137	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
1002	carne	unk				0	52238	82.108	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
1003	contratar	verb				0	52182	82.020	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
1004	estragar	verb				0	52141	81.955	freq::1001-1500 freq500::1001-1500 freq1000::1001-2000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
