#separator:tab
#html:false
#notetype:Portuguese (EP) – Spoken Frequency
#deck:Portuguese::European Portuguese - Spoken - 5001 to 10000
#columns:Rank	Lemma_PT	POS_guess	Gloss_EN	Example_PT	Example_EN	Is_MWE	Raw_Freq	Freq_per_million	Tags
#tags column:10
5861	bastantes	unk				0	3830	6.139	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5862	candidatura	noun				0	3830	6.139	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5863	terrivelmente	adv				0	3829	6.137	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
5864	consistente	adj				0	3828	6.135	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5865	inspetor	unk				0	3823	6.127	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5866	batimento	noun				0	3821	6.124	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5867	equilibrar	verb				0	3821	6.124	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5868	vereador	noun				0	3821	6.124	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5869	cria	noun				0	3819	6.121	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5870	formiga	noun				0	3819	6.121	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5871	plasmar	verb				0	3819	6.121	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5872	empenhar	verb				0	3817	6.118	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5873	stewart	unk				0	3816	6.116	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5874	esperem esperem	mwe				1	3815	6.115	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
5875	panfleto	noun				0	3814	6.113	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5876	elaborar	verb				0	3812	6.110	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5877	fraternidade	noun				0	3812	6.110	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5878	imitação	noun				0	3812	6.110	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5879	negativar	verb				0	3810	6.107	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5880	agulha	noun				0	3807	6.102	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5881	vovô	unk				0	3806	6.100	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5882	manifestação	noun				0	3805	6.099	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5883	verso	noun				0	3805	6.099	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5884	espírito santo	mwe				1	3802	6.094	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
5885	isqueiro	noun				0	3802	6.094	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5886	bem-estar	verb				0	3801	6.092	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5887	enterro	noun				0	3801	6.092	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5888	plantação	noun				0	3801	6.092	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5889	corretor	unk				0	3800	6.091	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5890	jorge	unk				0	3800	6.091	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5891	ser-se	unk				0	3800	6.091	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5892	conviver	verb				0	3796	6.084	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5893	deprimente	adv				0	3796	6.084	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
5894	your	unk				0	3793	6.079	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5895	citação	noun				0	3792	6.078	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5896	desesperadamente	adv				0	3791	6.076	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
5897	elogiar	verb				0	3791	6.076	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5898	viatura	noun				0	3791	6.076	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5899	impostor	unk				0	3790	6.075	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5900	penhasco	noun				0	3790	6.075	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5901	colômbia	noun				0	3789	6.073	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5902	renovar	verb				0	3789	6.073	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5903	ocupação	noun				0	3788	6.071	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5904	desenvolvido	noun				0	3787	6.070	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5905	portador	noun				0	3786	6.068	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5906	comparação	noun				0	3785	6.067	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5907	adjunto	noun				0	3784	6.065	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5908	maçar	verb				0	3784	6.065	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5909	participação	noun				0	3784	6.065	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5910	ama-te	unk				0	3783	6.063	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5911	batom	unk				0	3782	6.062	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5912	faísca	unk				0	3780	6.059	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5913	garfo	noun				0	3780	6.059	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5914	averiguar	verb				0	3779	6.057	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5915	urbano	adj				0	3779	6.057	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5916	am	unk				0	3778	6.055	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5917	armada	noun				0	3777	6.054	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5918	transcrição	noun				0	3773	6.047	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5919	explorador	noun				0	3772	6.046	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5920	inspecção	noun				0	3771	6.044	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5921	semelhança	noun				0	3771	6.044	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5922	faraó	unk				0	3770	6.043	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5923	pouquinho	adj				0	3770	6.043	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5924	wolf	unk				0	3770	6.043	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5925	violino	adj				0	3766	6.036	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5926	oculto	noun				0	3765	6.035	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5927	sida	noun				0	3765	6.035	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5928	sushi	unk				0	3762	6.030	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5929	regime	unk				0	3760	6.026	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5930	forcar	verb				0	3759	6.025	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5931	catástrofe	unk				0	3756	6.020	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5932	vi-os	unk				0	3756	6.020	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5933	dentado	noun				0	3755	6.018	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5934	inventário	noun				0	3751	6.012	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5935	paneleiro	noun				0	3750	6.010	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5936	bússola	noun				0	3748	6.007	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5937	mútuo	noun				0	3747	6.006	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5938	maroto	noun				0	3746	6.004	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5939	eco	adj				0	3745	6.002	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5940	filtro	noun				0	3744	6.001	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5941	fera	noun				0	3741	5.996	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5942	bactéria	noun				0	3740	5.994	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5943	expresso	noun				0	3737	5.990	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5944	resync	unk				0	3737	5.990	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5945	vinci	unk				0	3737	5.990	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5946	pontuação	noun				0	3736	5.988	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5947	bufo	noun				0	3734	5.985	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5948	utilidade	noun				0	3733	5.983	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5949	invasor	unk				0	3730	5.978	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5950	comichão	noun				0	3728	5.975	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5951	inquérito	noun				0	3727	5.974	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5952	chang	unk				0	3726	5.972	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5953	jade	noun				0	3726	5.972	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5954	reles	unk				0	3725	5.970	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5955	hás-de	noun				0	3722	5.966	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5956	quântico	adj				0	3722	5.966	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5957	memorial	adj				0	3721	5.964	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5958	nono	num				0	3721	5.964	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::num source::opensubtitles_ep_v2018 variety::EP register::spoken
5959	ocular	verb				0	3720	5.962	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5960	concorrência	noun				0	3718	5.959	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5961	diariamente	adv				0	3718	5.959	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
5962	térmico	adj				0	3718	5.959	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5963	castor	unk				0	3715	5.954	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5964	extracção	noun				0	3715	5.954	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5965	polaco	noun				0	3715	5.954	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5966	dedicado	noun				0	3714	5.953	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5967	arterial	adj				0	3713	5.951	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5968	prof	unk				0	3712	5.950	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5969	harry potter	mwe				1	3710	5.946	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
5970	forças especiais	mwe				1	3708	5.943	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
5971	lenhar	verb				0	3708	5.943	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5972	cobaia	noun				0	3706	5.940	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5973	informe	unk				0	3705	5.938	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5974	navegação	noun				0	3704	5.937	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5975	infiel	adj				0	3703	5.935	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5976	enjoar	verb				0	3702	5.934	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5977	baralhar	verb				0	3701	5.932	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5978	barraca	unk				0	3701	5.932	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5979	áudio	noun				0	3700	5.930	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5980	abu	unk				0	3699	5.929	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5981	intrigar	verb				0	3698	5.927	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5982	excitação	noun				0	3695	5.922	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5983	of the	mwe				1	3695	5.922	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
5984	convulsão	noun				0	3694	5.921	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5985	cuidadosamente	adv				0	3694	5.921	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
5986	dificultar	verb				0	3693	5.919	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5987	cohen	unk				0	3689	5.913	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5988	aah	unk				0	3687	5.909	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5989	disparado	noun				0	3683	5.903	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5990	pecar	verb				0	3683	5.903	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5991	ambiental	adj				0	3680	5.898	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5992	acelerador	noun				0	3679	5.897	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5993	zecacurto	noun				0	3679	5.897	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5994	tesoura	noun				0	3677	5.893	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5995	guardanapo	noun				0	3674	5.889	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5996	percentagem	noun				0	3673	5.887	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5997	consulado	noun				0	3672	5.885	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5998	fractura	noun				0	3670	5.882	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5999	ligadura	noun				0	3667	5.877	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
6000	estourar	verb				0	3665	5.874	freq::5501-6000 freq500::5501-6000 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
6001	refazer	verb				0	3664	5.873	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
6002	historiar	verb				0	3662	5.869	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
6003	posicionar	verb				0	3662	5.869	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
6004	elo	noun				0	3661	5.868	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
6005	oposição	noun				0	3660	5.866	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
6006	gladiador	noun				0	3657	5.861	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
6007	capuz	unk				0	3654	5.857	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
6008	alexandre	unk				0	3653	5.855	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
6009	sinais vitais	mwe				1	3653	5.855	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
6010	concentrado	noun				0	3650	5.850	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
6011	drones	unk				0	3650	5.850	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
6012	renascer	verb				0	3647	5.845	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
6013	emissão	noun				0	3646	5.844	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
6014	rancor	unk				0	3645	5.842	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
6015	entao	unk				0	3644	5.841	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
6016	raça humana	mwe				1	3644	5.841	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
6017	conceber	verb				0	3642	5.837	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
6018	beta	noun				0	3641	5.836	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
6019	aspeto	noun				0	3640	5.834	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
6020	olímpico	adj				0	3640	5.834	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
6021	chegado	noun				0	3639	5.833	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
6022	raio-x	unk				0	3638	5.831	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
6023	regional	adj				0	3638	5.831	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
6024	conservador	noun				0	3637	5.829	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
6025	atómico	adj				0	3636	5.828	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
6026	nordeste	unk				0	3634	5.825	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
6027	ramon	unk				0	3632	5.821	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
6028	rampa	noun				0	3632	5.821	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
6029	bote	unk				0	3631	5.820	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
6030	mania	noun				0	3630	5.818	freq::6001-6500 freq500::6001-6500 freq1000::6001-7000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
